"id"|"title"|"category"|"tags"|"blog_image"|"body"|"post_date"
"35"|"Bh. bokser Emil Markić u meču za WBO titulu protiv Umara Salamova"|"Ostali sportovi"|"boks, bokser, emil markić, WBO"|"/sites/default/files/wp-content/uploads/2017/05/emil-markic.jpg"|"<div class=""articleIntro"" style=""text-align: justify;""><strong>Višestruki prvak Bosne i Hercegovine u amaterskom boksu, a danas profesionalni bokser sa 25 mečeva (24 pobjede i jednim izgubljenim mečem) Emil Markić, koji nastupa u kategoriji do 79 kg, trenutno zauzima 65 mjesto na svjetskoj rang listi u svojoj kategoriji i važi za jednog od boksera koji bi mogli ostaviti svoj trag u profesionalnom boksu.</strong></div>^^<div class=""articleIntro"" style=""text-align: justify;""> </div>^^<div class=""articleTxt"" style=""text-align: justify;"">^^<p><em>Zahvaljujući svemu navedenom, Markić je dobio poziv od WBO (World boxing organization) da se bori za internacionalnu titulu na Novom Zelandu 6. maja ove godine protiv Umara Salamova iz Rusije,</em> saopćeno je iz Saveza profesionalnog boksa <strong>BiH.</strong></p>^^<p>- <em>Spreman sam, znam kakav je Salamov bokser i svjestan sam o kakvom meču se radi. Jedva čekam da uđem u ring i pokažem šta mogu, jer ipak je ovo meč za WBO titulu -</em> istakao je <strong>Emil Markić.</strong></p>^^<p>Salamov s 18 pobjeda u isto toliko mečeva (13 pobjeda nokautom) <strong>zauzima 18 mjesto na svjetskoj rang listi</strong> što mu daje statističku prednost, ali Markić je već nekoliko puta iznenadio i pobijedio u mečevima gdje su protivnici bili favoriti.</p>^^</div>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Fena)</em></p>"|"Monday, May 1, 2017 - 17:30"
"36"|"Chelsea zamjenu za Begovića našao u Championshipu?"|"NOGOMET"|"asmir begović, chelsea, zmajevi"|"/sites/default/files/wp-content/uploads/2017/05/BEGOVIC.jpg"|"<p style=""text-align: justify;""><strong>Asmir Begović će gotovo sigurno u junu iz Chelseja preći u Bournemouth gdje će imati status jedinice. Zbog toga su u Chelseaju već u potrazi za njegovom zamjenom. U januaru je velika želja bio golman Celtica Craig Gordon, ali Kelti nisu pristali prodati ga zbog čega nije realizovan ni Begovićev transfer.</strong></p>^^<div class=""td-a-rec td-a-rec-id-content_inlineleft "" style=""text-align: justify;"">Ovog puta Chelsea se zanima za Davida Stockdalea iz Brightona. Riječ je o 31-godišnjem golmanu koji spada među najbolje u Championshipu.</div>^^<p style=""text-align: justify;""><strong>Begović bi s Akeom trebao u paketu preći u Bournemouth za obeštećenje od 25 miliona funti.</strong></p>^^<div class=""td-g-rec td-g-rec-id-content_bottom"" style=""text-align: justify;""> </div>^^<div class=""td-g-rec td-g-rec-id-content_bottom"" style=""text-align: justify;""><em>(Izvor: Fokus.ba)</em></div>"|"Monday, May 1, 2017 - 17:43"
"37"|"(VIDEO) UŽAS U NAJAVI: Ispaljena balistička raketa na Rusiju, Putin stavio vojsku u stanje borbene gotovosti"|"SVIJET"|"raketa, rusija, vladimir putin"|"/sites/default/files/wp-content/uploads/2017/05/putin.jpg"|"<div class=""misc"" style=""text-align: justify;""><strong>Predsjednik Rusije Vladimir Putin stavio je svoju vojsku u visok stepen pripravnosti  nakon navodno propalog pokušaja lansiranja balističke rakete od strane Sjeverne Koreje.</strong></div>^^<div class=""misc"" style=""text-align: justify;""> </div>^^<div class=""article view"">^^<div class=""content font-transform"">^^<p class=""sec"" style=""text-align: justify;"">Južnokorejski generalštab je saopštio da je raketa bila srednjeg dometa  - poznatija kao KN-17 - i da je ispaljena  sjeveroistočno na <strong>49. stepeni</strong> iz oblasti u blizini Pukčang.</p>^^<p style=""text-align: justify;"">Uspaničeni zvaničnici Sjeverne Koreje su brzo shvatili svoju potencijalno katastrofalnu grešku, i namjerno uništili raketu, prenosi ABC.</p>^^<p style=""text-align: justify;""><em>""Da let balističke rakete koja je letjela u sjeveroistočnom regionu nije prekinut, njen cilj bi bila ruska teritorija. To je razlog zbog kiga je Severna Koreja namjerno uništio projektil""</em>, kaže se u saopštenju medija.</p>^^<p style=""text-align: justify;"">Daily Mail citira izvor koji je rekao lansiranje cilj bio ""različito od prethodnog"", dodajući: <strong><em>""U prošlosti, pucali smo okrenuti 89-90 stepeni prema istoku, a projektil bi pao u more"". ""Ali ugao ovog ispaljivanja  je bio 49 stepeni.""</em></strong></p>^^<p style=""text-align: justify;"">Ovu tvrdnju podržava i reakcija Rusije nakon lansiranja - jer je <strong>uvedeno stanje visoke pripravnosti.</strong></p>^^<p style=""text-align: justify;"">Predsjednik ruskog komiteta odbrane i bezbjednosti, Viktor Ozerov je istakao da je ta odluka bila zbog rastućih tenzija u Korejskom poluostrvu, dodajući: <em>""Protivvazdušne odbrane Ruske Federacije na Dalekom istoku su stavljene u stanje pripravnosti.""</em></p>^^</div>^^</div>^^<p> </p>^^<p><iframe src=""https://www.youtube.com/embed/NwQF2b1oi1Q"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>^^<p><em>(Izvor: Al Jazeera)</em></p>"|"Monday, May 1, 2017 - 17:52"
"38"|"Novi udar na džepove vlasnika vozila u BiH: Poskupljuje registracija!"|"BiH"|"bih, poskupljenje, registracija vozila, slajder"|"/sites/default/files/wp-content/uploads/2017/05/REGISTRACIJA.VOZILA.png"|"<p style=""text-align: justify;""><strong>Registracija automobila u Republici Srpskoj će poskupiti jer se, pored brojnih dosadašnjih naknada i izdvajanja, uvodi još jedna – naknada za zagađivanje životne sredine.</strong></p>^^<p style=""text-align: justify;"">Prošle sedmice u Narodnoj skupštini RS usvojene su izmjene i dopune Zakona o zaštiti vazduha, a jedan od usvojenih amandmana, koji je uputila Vlada RS, je uvođenje naknade za zagađivače vazduha.</p>^^<p style=""text-align: justify;""><em>“Predloženo je stvaranje zakonskog osnova za uvođenje naknade za zagađivanje vazduha koji potiče od motornih vozila, smatrajući da će se obezbjeđivanjem dodatnih sredstava koja se koriste za finansiranje zaštite životne sredine osigurati unapređenje mjera zaštite životne sredine, te veći stepen zaštite i poboljšanja kvaliteta vazduha”,</em> navedeno je u obrazloženju Vlade RS.</p>^^<p style=""text-align: justify;"">Još nije poznato koliko će koštati ova naknada, ali je <strong>naglašeno da će je plaćati pravna i fizička lica koji su nosioci potvde o registraciji,</strong> dok će Vlada RS posebnim aktom utvrditi iznose za pojedine vrste automobila. Prikupljeni novac ići će u budžet Fonda za zaštitu životne sredine RS.</p>^^<p style=""text-align: justify;""><em>“Naknada se plaća jednom godišnje prilikom registracije vozila i uplaćuje se na račun javnih prihoda budžeta RS i raspoređuje na račun Fonda. Registracija se ne može obaviti dok se ne uplati ova naknada”,</em> objasnili su u Vladi RS.</p>^^<p style=""text-align: justify;"">Vlasnici automobila su do sada prilikom registracije plaćali ukupno desetak različitih stavki.</p>^^<p style=""text-align: justify;"">Tako u iznos od oko <strong>400 maraka za registraciju ulazi,</strong> između ostalog, oko <strong>220 KM za osiguranje, 25 KM poreza, 20 KM takse za vodoprivredu, 5 KM zeleni karton, 40 KM tehnički pregled, 2 KM republička taksa, 9 KM za AMS i drugo.</strong></p>^^<p style=""text-align: justify;""><em>(Izvor: Agencije)</em></p>"|"Tuesday, May 2, 2017 - 18:05"
"39"|"Stravična nesreća na autoputu: Poginuo dok je pravio selfi na autoputu"|"SVIJET"|"autoput, saobraćajna nesreća, selfi"|"/sites/default/files/wp-content/uploads/2017/05/Autobahn-Unfall-.jpg"|"<p style=""text-align: justify;""><strong>Njemačka policija saopštila je da je jedan Škotlanđanin poginuo istočno od Hamburga dok se fotografisao za “selfi” zajedno sa dva prijatelja na sred autoputa. Oni su zbog šoka prebačeni u bolnicu.</strong></p>^^<p style=""text-align: justify;"">Policija je saopštila da je 22-godišnjeg mladića oko ponoći udario automobil na auto-putu A24 u oblasti Gudov.</p>^^<p style=""text-align: justify;"">U saopštenju se navodi da su on i njegova dva prijatelja željeli da pređu auto-put i dođu do odmorišta na drugoj strani, ali su <strong>stali na sred puta da se fotografišu kada je došlo do nesreće.</strong></p>^^<p style=""text-align: justify;"">Druga dva mladića <strong>starosti 21 i 22 godine</strong> prebačeni su u bolnicu zbog šoka, prenio je AP.</p>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Bh.index)</em></p>"|"Tuesday, May 2, 2017 - 18:10"
"40"|"Igračima Reala po milion i pol eura ako osvoje LP i Primeru"|"NOGOMET"|"liga prvaka, primera, real madrid"|"/sites/default/files/wp-content/uploads/2017/05/real-espanyo.jpg"|"<p style=""text-align: justify;""><strong>Predsjednik Real Madrida Florentino Perez odlučio je nagraditi svoje fudbalere ako uspiju odbraniti Ligu prvaka, a uz to osvoje i Primeru.</strong></p>^^<p style=""text-align: justify;"">Tako će igrači dobiti po milion i pol eura, a trener Reala Zinedine Zidane trebao bi dobiti dva miliona eura.</p>^^<p style=""text-align: justify;"">Naime, Perez je poručio kako na taj način želi dodatno motivisati igrače da osvoje Ligu prvaka i Primeru.</p>^^<p style=""text-align: justify;"">Podsjetimo,<strong> večeras se u Madridu igra prva utakmica polufinala Lige prvaka.</strong></p>^^<p style=""text-align: justify;"">Na Santiago Bernabeu od 20:45 istrčat će fudbaleri madridskih rivala Reala i Atletica.</p>^^<p style=""text-align: justify;""><strong>U drugom polufinalu, koje se igra u srijedu, sastaju se Monaco i Juventus.</strong></p>^^<p style=""text-align: justify;"">Što se tiče Primere, Madriđani su tamo u poravnati s Barcom (po 81 bod), ali imaju i utakmicu manje. Osvojiti Ligu prvaka i Primeru u istoj sezoni Realu nije uspjelo još od davne 1958. godine. Uz to, Real ima i priliku odbraniti naslov pobjednika Lige prvaka, nešto što još nikome nikada nije uspjelo u istoriji najelitnijeg klupskog nogometnog takmičenja.</p>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Anadolija)</em></p>"|"Tuesday, May 2, 2017 - 18:14"
"41"|"Erdogan: Turska ""nema o čemu razgovarati"" s EU"|"SVIJET"|"erdogan, eu, turska"|"/sites/default/files/wp-content/uploads/2017/05/erdogan-ak-parti.jpg"|"<div class=""articleIntro"" style=""text-align: justify;""><strong>Turski predsjednik Recep Tayyip Erdogan kazao je u utorak da njegova zemlja ""nema o čemu razgovarati"" s Evropskom unijom ukoliko ovaj blok ne otvori nova ""poglavlja"" u pregovorima za ulazak Turske u EU.</strong></div>^^<div class=""articleIntro"" style=""text-align: justify;""> </div>^^<div class=""articleTxt"" style=""text-align: justify;"">^^<p>Ove izjave uslijedile su nekoliko dana nakon što je iz EU poručeno da Turska mora pokazati jasnije signale da planira ispuniti kriterije za pristup u područjima kao što su ljudska prava i vladavina zakona, javlja AP.</p>^^<p>- <em>Nemate drugog izbora osim otvoriti poglavlja... Ukoliko to ne uradite, onda zbogom!</em> - rekao je <strong>Erdogan.</strong></p>^^<p>Turska je podnijela zahtjev za članstvo prije tri decenije, a pregovori su počeli 2005. godine. Međutim, <strong>napredak je spor</strong> i samo je jedno poglavlje pregovora zatvoreno, i to ono o nauci i istraživanjima.</p>^^<p>Erdogan je također kazao da bi Turska mogla organizirati referendum o tome da li će nastaviti s naporima za učlanjenje u EU.</p>^^</div>^^<p style=""text-align: justify;""> </p>^^<p style=""text-align: justify;""><em>(Izvor: Fena)</em></p>"|"Tuesday, May 2, 2017 - 18:33"
"42"|"Miting ""Bar 2017"": Hamza Alić se vratio iz penzije i ostvario deveti rezultat u Evropi"|"Ostali sportovi"|"atletičar, atletika, hamza alić"|"/sites/default/files/wp-content/uploads/2017/05/atletika.png"|"<div class=""uvod uvod-clanka hidden-xs"">Na terenima SC ""Topolica"" u Baru u tehničkoj organizaciji Atletskog kluba Mornar jučer je održan 23. Međunarodni atletski miting ""Bar 2017"" na kome je nastupilo više od 300 takmičara iz devet država: Srbije, Hrvatske, Bosne i Hercegovine, Albanije, Danske, Mađarske, Makedonije, Kosova i Crne Gore.</div>^^<div class=""tekst clanak_sport"">Bosna i Hercegovina na ovom mitingu imala je veliki broj svojih predstavnika koji su imali zapažene nastupe. Najboljim takmičarem, po IAAF tablici, proglašen je Hamza Alić.^^<p><strong>Nakon što je prošle godine najavio da se više neće aktivno baviti atletikom, u svojoj namjeri nije istrajao, pa se nakon propuštenog dvoranskog dijela sezone, na velika vrata vratio atletskoj sceni.</strong></p>^^<p><em>""Nakon pauze poslije Rija, radio sam marljivo i na osjećaj, osluškujući tijelo. Iskren da budem, nisam očekivao ovakav rezultat. Sve preko 20 metara je dobro. Sada mi je cilj da ispunim normu za London. Osjećam se dobro i zdrav sam, što je najvažnije. Na kraju, u Baru sam bio i najbolji učesnik Mitinga, pored mnogo dobrih takmičara koji su osvajali medalje na olimpijskim, svjetskim i evropskim prvenstvima"",</em> izjavio je Alić za stranicu Atletskog saveza BiH.</p>^^<p>U bacanju kugle <strong>osvojio je prvu poziciju sa rezultatom 20,34 metra</strong>, što je ujedno i sedmi rezultat na listi najboljih bacača u Evropi.</p>^^<p>Drugi predstavnik Bosne i Hercegovine u bacanju kugle, bio je mladi <strong>Aleksandar Novaković. Hicem od 17,40 metara, ispunio je normu za Evropsko prvenstvo U23, a koje će se od 13. do 16. jula održati u Poljskoj.</strong></p>^^<p><em>""Trenirao sam dobro tokom zime i spreman sam za mnogo više od ovog. Još tehnički to nisam sredio najbolje, ali cilj za ovu godinu je da uđem u finale na Evropskom prvenstvu i da prebacim 18 metara ove sezone"",</em> kazao je Novaković.</p>^^<p>Odličan, u kategoriji mlađih juniora, bio je i <strong>Nermin Štitkovac,</strong> koji je još jednom potvrdio da u Nairobi ide da se bori za najveća postolja. Prvo je u Draževini, 30. aprila, postavio državni rekord, bacivši kuglu 19,27 metara, te je ujedno potvrdio normu za Nairobi u ovoj disciplini i isplivao na vrh najboljih bacača Evrope ovog uzrasta.</p>^^<p>U Baru, ponovo se takmičio u bacanju kugle, te je ostvario slabiji rezultat za 1 centimetar od norme za Svjetsko prvenstvo.</p>^^<p>U bacanju diska, potvrdio je normu, postavljenu prošle sezone.<strong> Disk težine 1,5 kg bacio je 58 metara.</strong></p>^^<p><em>""S obzirom kako je Hamza radio na pripremama u Makarskoj, ne bi me iznenadilo i da je sada ispunio normu za Svjetsko prvenstvo. Bitno je da bude zdrav, a iskreno vjerujem da će biti među putnicima za London. Što se tiče Štitkovca i Novakovića, prvi je standardno dobar. Drago mi je što dodatno napreduje, ne stagnira, a Novaković je pozitivno iznenađenje. Svi su oni vrijedni momci, marljivo rade i evo, njihov rad se na kraju isplatio"",</em> izjavio je selektor muške atletske reprezentacije BiH, Elvir Krehmić.</p>^^<p>U konkunrenciji djevojaka, <strong>Sara Lučić i Mediha Salkić postavile su nove državne rekorde,</strong> te su ispunile norme za nastup na Svjetskom prvenstvu u Nairobiju.</p>^^<p>Sara Lučić je preskočila ljestvicu postavljenu na visinu od 178 centimetara, te osvojila drugo mjesto i njen ostvareni rezultat je drugi u Evropi, a sedmi u svijetu u ovom trenutku. Ostvarenim rezultatom popravila je i državni rekord u kategoriji mlađih juniorki.</p>^^<p>Sretna zbog ostvarenog rezultata, <strong>Sara kaže:</strong></p>^^<p><em>""Nakon dobrog zimskog dijela sezone, dobro sam otvorila sezonu na otvorenom. Bitno je da me zdravlje posluži, a trudit ću se da ostvarim još bolje rezultate. Veliki motiv za dalji rad će mi biti i ova norma"",</em> rekla je Lučić.</p>^^<p><strong>Mediha Salkić</strong> potvrdila je normu (46,60 metara) za Evropsko prvenstvu U – 20, u bacanju diska i postavila je novi lični rekord. Mlada bacačica takmičila se i u bacanju kugle. <strong>Ostvarila je hitac od 13,72 metra i osvojila je drugo mjesto,</strong> dok je prije nekoliko dana u Draževini kuglu bacila 13,91 metar, te je tim rezultatom potvrdila i drugu normu za Evropsko prvenstvo u Italiji i postavila je novi državni rekord u kategoriji juniorki.</p>^^<p><em>""Drago mi je što sam potvrdila obje norme za Evropsko prvenstvo. u disku, hicem od 46,60 metara i u kugli, hicem iz Draževine 13,91 metar. Iako sam normu ispunila u Sarajevu, ovaj rezultat je bolji, naravno. Sada ove sezone koja polahko kreće, iskreno ne znam koji su tačno planovi. To moj trener Skender zna, ali mislim da ćemo se sada pripremati najviše za Evropsko prvenstvo u Grossetu i nadam se ću oboriti državni rekord u disku"",</em> istakla je Salkić.</p>^^<p><strong>Selektor Dragomir Čabrilo zadovoljan je nastupima naših atletičarki.</strong></p>^^<p><em>""Sara Lučić je konstatno dobra na svim takmičenjima u posljednjih godinu dana. Izuzetno je predana atletici, vrijedno trenira i veoma brzo će skočiti 180 centimetara. To je sami vrh u skoku u vis u Evropi za njen uzrast. Mediha je na pripremama pokazala da će ove godine učestvovati u borbi za medalje na evropskim i balkanskim takmičenjima. Njen odnos prema atletici je krajnje pozitivan i realan, a uz dokazanog stručnjaka za bacanja će sigurno još napredovati"", r</em>ekao je Čabrilo.</p></div>^^<div class=""tekst clanak_sport""> </div>^^<div class=""tekst clanak_sport""> </div>^^<div class=""tekst clanak_sport""><em>(Izvor: Klix.ba)</em></div>"|"Tuesday, May 2, 2017 - 18:48"
"43"|"Hadžifejzović otvoreno: Naše odustajanje od naše države je njihov cilj"|"BiH"|"face tv, intervju, prvi maj, senad hadžifejzović"|"/sites/default/files/wp-content/uploads/2017/05/senad-hadzifejzovic-cms.jpg"|"<p><strong>Na neki način taj 2. maj još traje, bez vojnih akcija ali sa jasnim političkim. I dalje se ruši država, napada se i razvaljuje Predsjedništvo, Skupština gori od granatiranja glupostima, blokadama i nebulozama, Televizija se jedva drži, Pošta ne gori (Telecom) ali će pasti, GRAS je izgorio kao onaj tramvaj na Skenderiji, građani nisu više jedinstveni kao tog dana,branitelji. Borci su razvaljeni i umorni, bosanski političari koji su 2. maja bili kao jedan na jednoj strani sada su kao 100 na 300 strana, istakao je razgovoru za Vijesti.ba ugledni bh.novinar i jedan od učesnika historijskog 2. maja Senad Hadžifejzović.</strong></p>^^<p> </p>^^<p><strong>VIJESTI.BA:</strong> <strong>Iako je rat u BiH počeo i prije 2.maja 1992, drama koja se odigrala taj dan, smatra se za početak rata, a dan se uzima kao dan kada su odbranjene institucije države. Šta je Vaša prva asocijacija na 2.maj? Sjećate li se o čemu ste mislili taj dan kada ste krenuli na posao?</strong></p>^^<p></p><center>^^<div> </div>^^<p></p></center>^^<p><strong>HADŽIFEJZOVIĆ</strong>: <em>Rat je počeo 2.aprila, napadom na Bijeljinu, prelaskom Drine, napadom na Zvornik. Sebično je, nije tačno,previše „sarajevski“ je uzimati dan otvorenog napada, državnog i vojnog udara JNA, Miloševićevog režima i domaćih izdajnika kao početak rata iako je taj dan najvažniji dan rata, da je pao glavni grad, sve bi palo, cijela država…Srpskoj politici odgovara datum početka rata 3.maj, događaji u Dobrovoljačkoj,silno se trudi da napad na vojnu kolonu označi kao početak rata, da ispadne da je za sve kriva „bosanska strana“…Tog 2.maja bio sam na poslu, došao sam na posao 1.maja i ostao. Od početka rata svako mirno, lijepo i sunčano jutro nije slutilo na dobro, ni dan prije nije slutio na dobro. Mirno su građani Sarajeva šetali ulicama grada, prkosno, kao da nas je neko namjerno opuštao…a, onda je krenulo, po komandi, u podne…</em></p>^^<p><strong>VIJESTI.BA: Koliko je dana za Vas kao voditelja centralne informativne emisije trajao 2.maj, ili je prošlo za čas?</strong></p>^^<p><strong>HADŽIFEJZOVIĆ:</strong> <em>Zaista nisam imao pojma o vremenu. Sve se dešavalo i brzo i sporo. Ušao sam u studio u 15 sati, rekao sam ekipi „ko će čekati do Dnevnika,do pola osam sve ovo može pasti“, bilo je lako pretpostaviti da će i TV Sarajevo biti meta za osvajanje čim su krenuli na Predsjedništvo i napali su nas, bombardovali, granatirali, cijeli RTV sistem je ostao bez vodećih ljudi. Otišli su, neko je morao preuzeti odgovornost i program, za mnom su ušli pokojni Mladen Paunović i Vladimir Bilić. Sva se tehnika, ti sjajni ljudi, digla na noge, mobilizacija u jednom trenu. TV ekipe, reporteri, Ivica Puljić,hrabro uletjeli u pravu vatru..Ostao sam u programu uživo do pet sati ujutro,14 sati uživo,nisam imao osjećaj umora, vremena, bio sam nevjerovatno skoncentrisan. Znao sam da se dešava historija, bio sam svjestan svoje i odgovornosti svih nas na televiziji…Zaspao sam tek 4. maja ujutro.</em></p>^^<p><strong>VIJESTI.BA: Obično kažu da su djela vrijednija od riječi. Bili ste u situaciji kada riječ postaje djelo. Koliko riječi ste izgovorili u sebi prije nego što se ih kazali u eter i šta je ono što ste rekli bez autocenzure?</strong></p>^^<p><strong>HADŽIFEJZOVIĆ:</strong> <em>Nisam imao autocenzuru, osim kada je u studio bahnuo Fikret Abdić,ono što mu nisam rekao u programu uživo rekao sam mu u rijetkoj pauzi kada smo izgubili vezu sa kidnapovanim predsjednikom države. Istjerao sam ga iz studija. Uživo sam 14 sati razgovarao sa generalima koji bombarduju televiziju, Aksentijevićem, Kukanjcem, Đurđevcem i pukovnikom Gagovićem, bio sam iskren,drzak i direktan s njima, kompletnu situaciju sam sasvim dobro razumio, bilo mi je stalo da niko ne pogine više, čak ni vojnici JNA, bilo je među njima mnogo mladih vojnika a upravo njih je njihova komanda poslala u prve napade…Bilo mi je vrlo jasno iz razgovora sa generalom Đurđevcem da je mnogima na srpskoj strani bilo bitno da general Kukanjac, koji je bio opkoljen, bude ubijen i da je mnogima na bosanskoj strani bilo bitno da predsjednik Izetbegović, koji je bio kidnapovan, bude ubijen. To je historijski fakat koji neko treba da temeljito analizira.</em></p>^^<p><strong>VIJESTI.BA: U svojoj knjizi “Rat uživo” koja je direkno inspirisana događajima 2.maja naveli ste:” Radim i živim u uvjerenju da će doći dan kada ću napisati, za sve vas, najljepšu najavu i odjavu”. Naš portal prethodnih dana je proveo anketu koja kaže da 51,1 posto ljudi kao razlog odlaska iz zemlje navodi strah od sukoba. Gdje smo 25.g’odina nakon 2.maja ako više od pola ljudi u državi strahuje od sukoba</strong></p>^^<p><strong>HADŽIFEJZOVIĆ:</strong> <em>Da,najavio sam rat, prvi sam izgovorio objavu ali nikada odjavu. Na neki način taj 2. maj još traje, bez vojnih akcija ali sa jasnim političkim:i dalje se ruši država, napada se i razvaljuje Predsjedništvo, Skupština gori od granatiranja glupostima, blokadama i nebulozama, Televizija se jedva drži, Pošta ne gori (Telecom) ali će pasti, GRAS je izgorio kao onaj tramvaj na Skenderiji, građani nisu više jedinstveni kao tog dana,branitelji. Borci su razvaljeni i umorni, bosanski političari koji su 2. maja bili kao jedan na jednoj strani sada su kao 100 na 300 strana. Sadašnji predsjednik Izetbegović, koji uvijek ima u izjavama riječ viška ili manjka, jutros kaže da bi „vjerovatno“ tok rata bio drugačiji da je agresor uspio. Vjerovatno ili sigurno? Da je ubijen tadašnji Izetbegović, da li bi se vjerovatno ili sigurno nešto promijenilo? Vjerovatno…I mladi…tog dana su mladi odbranili grad i državu, sada je mladi napuštaju. Uvijek je „bosansko pitanje“ i sudbina naše države bila u našim rukama. Tog 2. maja nismo odustali, jesmo li sada? Ko nas je to prepao ovog 2. maja pa napuštamo državu, odustajemo od nje a nismo se prepali onog 2. maja?! Čitam danas sve na portalima o 2.maju, sve je uglavnom instant historija, kratke crte, uopšteni opisi, bez imena heroja, nenamjerno ili svjesno izbjegavanje činjenica, bez objašnjenja kako su to stvarno momci u patikama i sa puškicama odbranili državu.</em></p>^^<p><em>Da sam neko ko ima 20-25 i to čitam, nista ne bih skontao, sve bi mi bilo zbrkano, i ono pečeno janje na Ferhadiji i situacija u Makedoniji i Velike Srbije i Velike Albanije i 2.maj i strah od sutra i strah od novih ratova, želja da mi neka država da šansu da pokažem da li znam ili ne znam da radim, spakovao bih se i –ne bih otišao. Razumijem sto posto svakog mladog čovjeka koji ode, pa i one koji odlaze zbog budućnosti svoje djece. Strah ih je, neizvjesno je sutra, ako nisi u partiji onda nemaš šanse ali naše odustajanje od naše države je njihov cilj.Čiji cilj? Politički. Koje politike? Svih. Onog Drugog maja je bilo jednostavnije:Jedan napada, drugi se brani. Ovog Drugog maja je komplikovanije: Tri napadaju, jedan odustaje. Narod!</em></p>^^<p> </p>^^<p><em>(Izvor: Vijesti.ba)</em></p>^^<p> </p>"|"Tuesday, May 2, 2017 - 18:56"
"44"|"WhatsApp će uskoro spasiti milione veza u svijetu"|"TEHNOLOGIJA"|"društvena mreža, veze, whatsapp"|"/sites/default/files/wp-content/uploads/2017/05/WhatsApp.jpg"|"<p><strong>WhatsApp je jedna od najpopularnijih aplikacija za razmjenjivanje poruka i poziva, a njihovi developeri poprilično su aktivni kada su u pitanju unaprijeđenja njihovih funkcija.</strong></p>^^<p>S tim u vezi pojavila se informacija da trenutno rade na novoj funkciji koja će navodno spasiti milione ljubavnih veza u svijetu, sa svojom novom Pin Chat nadogradnjom.</p>^^<p>Naime, korisnici WhatsAppa će sada moći pinovati određene <strong>razgovore na vrh ekrana,</strong> što će omogućiti svima da jako brzo pristupe konverzacijama sa svojim voljenim osobama.</p>^^<p>U međuvremenu razvijaju i svoju Live Location, uz novu platformu koja će omogućiti instant plaćanje računa.</p>^^<p>Novi <strong>'ljubavni upgrade'</strong> će biti dostupan na svim Android platformama sa vezijom 2.12.162 i više. <strong>Korisnici će moći pinovati do tri najbliža kontakta koji će im se pojavljivati u vrhu WhatsApp aplikacije</strong>, a korisnicima će biti omogućeno pinovanje i unpinovanje kontakata proizvoljno.</p>^^<p>Svakako, nove opcije će imati novu oznaku u chatovima - tako da ćete uvijek znati ko je pinovan - a ko ne. Kako tvrde iz ove kompanije - ovo bi moglo spasiti milione veza u svijetu.</p>^^<p>Valja pomenuti i to da je od nedavno korisnicima WhatsAppa na iOS platformama omogućeno da Siri izgovara poruke koje tipkate.</p>^^<p> </p>^^<p><em>(Izvor: N1)</em></p>"|"Tuesday, May 2, 2017 - 19:04"
